city,lat,lon,date,rainfall_weekly,rainfall_30d,rainfall_90d,temp_mean,temp_max,temp_min,humidity_mean,wind_speed,solar_radiation,et0,Sample_ID,Soil_Collection_Date,Depth_cm,pH,Org_Carbon_pct,Nitrogen_pct,Texture_Code
Mumbai,19.076,72.8777,2020-08-30,280.33,1113.74,3891.27,27.86,30.5,25.23,88.95,18.96,8.57,3.68,S_0019,2020-05-14,0-20,6.94,1.97,0.143,SCL
Mumbai,19.076,72.8777,2020-09-06,257.24,1023.3,3878.12,27.54,29.83,25.25,89.17,21.17,8.44,3.36,S_0019,2020-05-14,0-20,6.94,1.97,0.143,SCL
Mumbai,19.076,72.8777,2020-09-13,241.19,1119.54,3869.92,26.38,29.17,23.58,90.76,19.87,7.26,3.54,S_0019,2020-05-14,0-20,6.94,1.97,0.143,SCL
Mumbai,19.076,72.8777,2020-09-20,111.89,998.91,3638.88,25.81,28.5,23.13,88.2,17.83,7.11,3.35,S_0019,2020-05-14,0-20,6.94,1.97,0.143,SCL
Mumbai,19.076,72.8777,2020-09-27,233.9,1020.03,3459.67,24.71,27.33,22.09,89.21,19.82,7.94,3.16,S_0019,2020-05-14,0-20,6.94,1.97,0.143,SCL
Mumbai,19.076,72.8777,2020-10-04,0.0,662.68,2958.54,27.42,30.87,23.98,80.34,12.08,21.24,3.67,S_0019,2020-05-14,0-20,6.94,1.97,0.143,SCL
Mumbai,19.076,72.8777,2020-10-11,0.0,441.16,2745.91,27.93,32.26,23.6,79.54,7.73,26.33,4.15,S_0019,2020-05-14,0-20,6.94,1.97,0.143,SCL
Mumbai,19.076,72.8777,2020-10-18,0.0,246.69,2406.58,26.14,30.51,21.76,77.99,8.05,25.56,3.88,S_0019,2020-05-14,0-20,6.94,1.97,0.143,SCL
Mumbai,19.076,72.8777,2020-10-25,0.0,165.14,2118.61,25.99,30.29,21.7,78.9,6.85,24.78,3.7,S_0019,2020-05-14,0-20,6.94,1.97,0.143,SCL
Mumbai,19.076,72.8777,2020-11-01,8.92,8.92,1779.0,26.47,30.96,21.99,78.33,8.27,21.46,3.72,S_0019,2020-05-14,0-20,6.94,1.97,0.143,SCL
Mumbai,19.076,72.8777,2020-11-08,0.0,8.92,1532.96,25.79,30.09,21.49,80.71,6.88,23.3,3.48,S_0019,2020-05-14,0-20,6.94,1.97,0.143,SCL
Mumbai,19.076,72.8777,2020-11-15,0.0,8.92,1338.23,25.73,29.69,21.78,79.86,5.95,22.64,3.23,S_0019,2020-05-14,0-20,6.94,1.97,0.143,SCL
Mumbai,19.076,72.8777,2020-11-22,8.96,17.88,1133.01,25.81,29.77,21.85,81.17,6.37,19.68,3.17,S_0019,2020-05-14,0-20,6.94,1.97,0.143,SCL
Mumbai,19.076,72.8777,2020-11-29,0.0,8.96,836.36,25.52,29.67,21.38,79.89,8.13,21.59,3.15,S_0019,2020-05-14,0-20,6.94,1.97,0.143,SCL
Mumbai,19.076,72.8777,2020-12-06,0.0,8.96,601.02,20.92,25.31,16.54,81.92,6.68,21.23,2.85,S_0019,2020-05-14,0-20,6.94,1.97,0.143,SCL
Mumbai,19.076,72.8777,2020-12-13,0.0,8.96,338.93,20.51,24.64,16.37,78.94,9.59,21.0,2.7,S_0019,2020-05-14,0-20,6.94,1.97,0.143,SCL
Mumbai,19.076,72.8777,2020-12-20,0.0,0.0,230.6,20.44,24.28,16.61,82.12,5.58,20.89,2.58,S_0019,2020-05-14,0-20,6.94,1.97,0.143,SCL
Mumbai,19.076,72.8777,2020-12-27,0.0,0.0,17.88,20.65,24.66,16.64,78.02,6.9,20.93,2.66,S_0019,2020-05-14,0-20,6.94,1.97,0.143,SCL
Mumbai,19.076,72.8777,2021-01-03,0.0,0.0,17.88,20.12,24.15,16.09,83.09,5.19,21.08,2.63,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-01-10,0.0,0.0,17.88,20.19,24.76,15.61,77.67,7.5,21.35,2.88,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-01-17,0.0,0.0,17.88,19.74,24.15,15.33,79.53,7.02,21.76,2.84,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-01-24,0.0,0.0,17.88,20.26,24.19,16.33,80.16,8.15,22.28,2.78,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-01-31,0.0,0.0,8.96,20.52,24.39,16.65,79.16,5.42,22.9,2.85,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-02-07,0.0,0.0,8.96,20.46,24.84,16.07,80.49,8.54,23.59,3.13,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-02-14,0.0,0.0,0.0,21.02,25.2,16.85,81.58,9.07,24.35,3.2,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-02-21,0.0,0.0,0.0,20.08,23.92,16.25,80.59,6.08,25.14,3.09,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-02-28,0.0,0.0,0.0,21.2,25.2,17.19,82.77,7.07,25.94,3.35,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-03-07,6.47,6.47,6.47,29.1,33.17,25.02,84.21,10.32,23.86,4.18,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-03-14,0.0,6.47,6.47,28.7,32.54,24.87,78.55,10.72,27.51,4.15,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-03-21,0.0,6.47,6.47,28.73,32.3,25.16,79.88,10.93,28.22,4.1,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-03-28,0.0,6.47,6.47,30.18,34.14,26.23,79.72,11.22,28.88,4.56,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-04-04,0.0,0.0,6.47,31.36,35.72,27.0,79.17,12.27,29.46,5.01,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-04-11,0.0,0.0,6.47,30.1,34.84,25.35,78.6,11.91,29.96,5.18,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-04-18,0.0,0.0,6.47,31.18,35.68,26.69,81.96,11.88,30.38,5.21,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-04-25,2.2,2.2,8.67,32.03,36.53,27.53,79.61,13.28,27.44,5.37,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-05-02,0.0,2.2,8.67,32.06,36.37,27.75,77.39,13.34,30.98,5.31,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-05-09,9.64,11.84,18.31,31.74,36.12,27.37,82.35,10.75,24.5,5.34,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-05-16,10.1,21.94,28.41,32.93,36.8,29.07,79.96,11.38,24.61,5.18,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-05-23,2.49,22.23,30.91,33.39,37.77,29.0,82.39,14.35,28.03,5.55,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-05-30,17.51,39.74,48.42,33.44,37.33,29.55,81.14,12.22,24.71,5.23,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-06-06,104.54,134.64,146.48,28.64,31.14,26.14,85.86,18.42,13.49,3.83,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-06-13,361.16,485.7,507.64,27.1,29.72,24.48,91.12,18.0,7.87,3.78,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-06-20,255.7,741.4,763.34,28.02,30.36,25.69,86.68,19.65,11.24,3.63,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-06-27,321.86,1045.88,1085.2,27.13,29.77,24.49,88.62,17.86,7.86,3.8,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-07-04,262.36,1226.11,1347.56,27.59,30.45,24.73,83.59,17.68,10.09,3.98,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-07-11,276.29,1182.19,1623.85,27.79,30.07,25.51,91.08,14.89,8.96,3.56,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-07-18,308.96,1215.82,1932.81,28.29,31.15,25.43,87.04,17.67,10.06,4.03,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-07-25,364.36,1335.49,2294.97,27.81,30.68,24.94,86.69,17.93,8.92,3.99,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-08-01,211.99,1165.6,2506.96,28.36,30.72,25.99,92.54,15.64,8.88,3.63,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-08-08,310.54,1258.63,2799.7,27.39,30.07,24.71,92.55,19.05,7.73,3.78,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-08-15,419.57,1415.53,3217.33,27.26,29.75,24.77,91.06,17.42,7.68,3.61,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-08-22,200.71,1170.13,3415.55,27.18,29.93,24.42,87.66,17.44,10.87,3.76,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-08-29,285.33,1243.31,3683.38,27.33,29.81,24.85,90.97,17.36,7.53,3.53,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-09-05,468.51,1461.92,3963.37,27.9,30.87,24.93,88.33,18.07,8.48,3.87,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-09-12,205.16,1268.0,3835.51,25.99,28.49,23.49,87.56,14.96,7.3,3.34,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-09-19,127.84,1165.76,3717.71,27.73,30.32,25.14,86.6,17.92,9.21,3.46,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-09-26,265.47,1103.74,3652.46,26.11,28.48,23.74,88.33,17.19,8.01,3.13,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-10-03,72.83,774.79,3517.56,26.66,29.88,23.44,86.76,12.63,16.51,3.58,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-10-10,0.0,516.64,3227.6,27.91,32.07,23.76,76.89,9.34,26.55,4.09,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-10-17,4.05,368.4,2926.93,26.7,30.69,22.71,78.29,7.07,22.98,3.79,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-10-24,12.9,219.35,2579.04,26.3,30.52,22.07,81.93,6.45,19.68,3.73,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-10-31,0.0,16.95,2358.12,27.27,31.4,23.15,79.48,8.27,24.23,3.65,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-11-07,0.0,16.95,1928.81,26.46,30.81,22.1,79.87,8.08,23.5,3.59,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-11-14,0.0,12.9,1637.17,26.53,31.0,22.06,79.84,6.52,22.82,3.53,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-11-21,0.0,10.43,1388.12,24.7,28.76,20.64,82.05,8.43,22.22,3.15,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-11-28,4.05,4.05,1141.78,25.16,29.79,20.52,79.12,6.2,19.37,3.33,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-12-05,0.0,4.05,668.91,22.04,26.09,17.99,78.0,6.26,21.32,2.82,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-12-12,0.0,4.05,463.03,20.8,25.21,16.38,80.55,8.4,21.05,2.82,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-12-19,0.0,4.05,359.3,21.19,25.31,17.06,83.07,7.06,20.91,2.74,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2021-12-26,0.0,0.0,85.13,20.59,25.06,16.12,77.29,7.01,20.9,2.81,S_0056,2021-02-28,0-20,6.66,2.01,0.116,SL
Mumbai,19.076,72.8777,2022-01-02,0.0,0.0,21.0,20.4,24.94,15.86,78.01,6.42,21.04,2.82,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-01-09,0.0,0.0,16.95,19.69,24.27,15.12,80.16,10.0,21.3,2.82,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-01-16,0.0,0.0,16.95,20.23,24.81,15.64,81.61,8.45,21.69,2.92,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-01-23,0.0,0.0,4.05,20.2,24.65,15.75,79.02,4.11,22.2,2.95,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-01-30,0.0,0.0,4.05,19.82,23.52,16.11,77.89,7.54,22.8,2.72,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-02-06,0.0,0.0,4.05,19.98,24.58,15.38,80.09,5.15,23.49,3.13,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-02-13,0.0,0.0,4.05,19.84,24.74,14.94,80.18,9.07,24.24,3.33,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-02-20,0.0,0.0,0.0,20.76,24.63,16.89,81.15,5.38,25.02,3.13,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-02-27,0.0,0.0,0.0,20.08,24.36,15.81,78.25,8.64,25.83,3.35,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-03-06,0.0,0.0,0.0,27.35,31.32,23.38,81.01,11.95,26.63,3.95,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-03-13,0.0,0.0,0.0,29.64,34.5,24.79,80.2,10.39,27.4,4.74,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-03-20,0.0,0.0,0.0,29.76,33.52,26.0,78.69,11.71,28.12,4.29,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-03-27,49.89,49.89,49.89,30.07,34.46,25.67,81.89,15.47,25.71,4.77,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-04-03,17.26,67.15,67.15,30.23,34.98,25.48,85.06,10.25,26.25,5.07,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-04-10,5.1,72.26,72.26,30.14,34.64,25.64,78.66,12.06,26.7,5.03,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-04-17,7.82,80.07,80.07,30.86,35.14,26.58,83.64,12.84,27.09,5.04,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-04-24,0.0,30.18,80.07,32.28,36.07,28.49,79.09,12.12,30.68,4.93,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-05-01,0.0,12.92,80.07,30.97,35.42,26.53,80.37,11.95,30.95,5.24,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-05-08,5.75,13.56,85.82,31.8,36.53,27.06,79.15,12.09,24.48,5.57,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-05-15,0.0,5.75,85.82,32.0,36.39,27.61,81.85,11.22,31.3,5.41,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-05-22,0.0,5.75,85.82,34.04,38.32,29.76,81.59,11.45,31.39,5.56,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-05-29,12.55,18.3,98.37,32.0,36.42,27.59,76.05,13.24,28.07,5.44,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-06-05,93.45,106.0,191.82,28.25,31.38,25.12,86.07,15.3,15.73,4.22,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-06-12,334.52,440.52,526.34,27.77,30.22,25.32,90.59,17.38,7.87,3.7,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-06-19,350.4,790.92,876.74,27.22,29.87,24.56,92.1,19.08,8.99,3.82,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-06-26,353.95,1132.32,1180.8,27.97,30.51,25.44,92.86,17.87,7.86,3.78,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-07-03,347.05,1398.92,1510.58,27.19,29.39,24.99,90.07,19.86,7.85,3.47,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-07-10,325.58,1556.75,1831.06,28.07,30.52,25.61,83.56,17.84,10.08,3.73,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-07-17,111.54,1214.56,1934.79,27.5,29.89,25.12,89.34,19.01,10.06,3.62,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-07-24,181.26,1071.0,2116.05,27.98,30.22,25.74,89.09,18.7,8.92,3.55,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-07-31,369.33,1069.56,2485.38,27.3,29.79,24.81,88.25,19.79,8.89,3.64,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-08-07,266.28,1026.97,2745.9,27.75,29.88,25.61,88.5,18.33,8.84,3.41,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-08-14,249.7,1095.74,2995.6,28.07,30.69,25.46,87.03,18.94,9.89,3.77,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-08-21,191.37,1175.04,3186.97,26.78,29.76,23.81,86.66,19.25,8.71,3.88,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-08-28,317.46,1064.43,3491.88,27.76,30.43,25.1,91.3,18.54,7.54,3.7,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-09-04,405.66,1247.93,3786.13,26.71,29.31,24.1,89.62,18.83,8.49,3.53,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-09-11,365.19,1433.71,3816.57,26.79,29.32,24.27,90.46,18.12,7.32,3.42,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-09-18,398.36,1555.82,3864.65,24.93,27.66,22.21,87.41,19.6,10.25,3.35,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-09-25,217.58,1445.52,3683.98,26.31,28.79,23.84,89.18,17.82,10.03,3.22,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-10-02,302.45,1354.86,3697.22,25.87,28.76,22.98,89.72,13.73,12.66,3.32,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-10-09,0.0,971.27,3364.99,26.53,29.94,23.12,78.45,7.96,26.66,3.61,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
Mumbai,19.076,72.8777,2022-10-16,0.0,520.03,3258.27,25.47,29.95,20.99,80.65,6.63,25.89,3.92,S_0093,2022-12-16,0-20,5.54,1.42,0.096,SL
